"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure des Sciences et Technologies du Design","Arts","فنون وحرف : تعليب","فنون وحرف","Diplôme National en Licence",4,10,14
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure des Sciences et Technologies du Design","Arts","فنون وحرف : سينوغرافيا","فنون وحرف","Diplôme National en Licence",3,9,12
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","التسويق الإلكتروني و الإستراتيجيات الرقمية (عن بعد)","إعلامية تصرف","Diplôme National en Licence",7,2,9
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","الخدمات الإلكترونية في الاعمال ( عن بعد)","إعلامية تصرف","Mastère professionnel",12,14,26
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Affaires commerciales et administratives","الخدمات الالكترونية في الأعمال","محاسبة","Diplôme National en Licence",20,23,43
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Affaires commerciales et administratives","الخدمات الالكترونية في الأعمال","محاسبة","Mastère professionnel",3,15,18
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","اليقظة والذكاء التنافسي","إعلامية تصرف","Mastère professionnel",4,10,14
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Affaires commerciales et administratives","ذكاء الاعمال","تصرف","Diplôme National en Licence",17,33,50
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","ذكاء الواب","إعلامية تصرف","Mastère de recherche",1,4,5
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","علم البيانات و تطوير البرمجيات","إعلامية تصرف","Mastère professionnel",9,18,27
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Affaires commerciales et administratives","مراقبة التصرف وذكاء الأعمال","تصرف","Mastère professionnel",7,20,27
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure d'Economie Numérique","Sciences  informatique et multimédia","نظم معلومات في الأعمال","إعلامية تصرف","Diplôme National en Licence",16,16,32
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","نقد مالية بنك تأمين","تصرف","Diplôme National en Licence",12,49,61
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","إدارة الأعمال: التصرف في الصحة العمومية","تصرف","Mastère professionnel",4,19,23
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences  informatique et multimédia","إعلامية التصرف(إعلامية القرار والذكاء المطبق على التصرف)","إعلامية تصرف","Mastère de recherche",4,11,15
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","إقتصاديات النقل و اللوجستية","علوم اقتصادية","Diplôme National en Licence",8,12,20
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","إقتصاديات النقل و اللوجستية","علوم اقتصادية","Mastère professionnel",6,26,32
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","ادارة أعمال","تصرف","Diplôme National en Licence",8,29,37
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","الاقتصاد والمالية الدولية: تجارة دولية واستراتيجيات","اقتصاد كمّي","Mastère de recherche",1,7,8
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","الاقصاد الكمي","اقتصاد كمّي","Mastère de recherche",2,3,5
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","التجارة و المالية الدولية","علوم اقتصادية","Diplôme National en Licence",2,24,26
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","التصرف الفندقي والسياحي","تصرف","Mastère professionnel",6,12,18
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","التصرف في العلاقة مع الحريف","تصرف","Mastère professionnel",5,26,31
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","التصرف في المخاطر والتأمين","تصرف","Mastère professionnel",8,19,27
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","التوزيع والمفاوضات التجارية","تصرف","Mastère professionnel",7,11,18
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","العلوم الاقتصادية","علوم اقتصادية","Doctorat",3,5,8
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","المبادرة وتطوير الأنشطة المجددة بالجهات","تصرف","Mastère professionnel",9,15,24
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","المبادرة وريادة الأعمال","تصرف","Mastère de recherche",2,3,5
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","النقد والمالية والبنوك : بنك مالية واستراتيجيات","اقتصاد كمّي","Mastère de recherche",1,10,11
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","الهندسة المالية","تصرف","Mastère professionnel",2,25,27
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","تسويق","تصرف","Diplôme National en Licence",35,45,80
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","تسويق","تصرف","Mastère de recherche",0,2,2
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences  informatique et multimédia","علوم الاعلامية : علوم البيانات","إعلامية","Mastère professionnel",10,16,26
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","علوم التصرف","تصرف","Doctorat",6,17,23
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","مالية","تصرف","Diplôme National en Licence",61,142,203
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Affaires commerciales et administratives","مالية","تصرف","Mastère de recherche",3,16,19
"UNIVERSITE DE LA  MANOUBA","Ecole Supérieure de Commerce de Tunis","Sciences sociales et du comportement","هندسة إقتصادية ومالية","علوم اقتصادية","Diplôme National en Licence",5,16,21
"UNIVERSITE DE LA  MANOUBA","Ecole Nationale des Sciences de l'Informatique","Sciences  informatique et multimédia","إعلامية","إعلامية","Diplôme national d'ingénieur",108,84,192
"UNIVERSITE DE LA  MANOUBA","Ecole Nationale de Médecine Vétérinaire de Sidi Thabet","Sciences vétérinaires","طب بيطري","طب بيطري",NA,8,48,56
"UNIVERSITE DE LA  MANOUBA","Institut Supérieur des Arts du Multimédia de la Manouba","Sciences  informatique et multimédia","الإعلامية : اعلامية الملتميديا واتخاذ القرار","إعلامية","Mastère de recherche",21,8,29
"UNIVERSITE DE LA  MANOUBA","Institut Supérieur des Arts du Multimédia de la Manouba","Sciences  informatique et multimédia","الإعلامية و الوسائط المتعددة","إعلامية","Diplôme National en Licence",37,27,64
